time,value
2025-09-14T06:10:57.542943498Z,26
2025-09-14T06:11:55.732585217Z,26.100000381469727
2025-09-14T06:12:11.767764967Z,26.200000762939453
2025-09-14T06:12:21.739021107Z,26.299999237060547
2025-09-14T06:14:59.722115163Z,26.200000762939453
2025-09-14T06:15:19.722453218Z,26.100000381469727
2025-09-14T06:15:37.730487503Z,26
2025-09-14T06:16:37.72455773Z,26.100000381469727
2025-09-14T06:16:43.721782605Z,26.200000762939453
2025-09-14T06:16:49.724514906Z,26.299999237060547
2025-09-14T06:17:23.734207029Z,26.200000762939453
2025-09-14T06:17:39.756239693Z,26.100000381469727
2025-09-14T06:17:53.723863956Z,26
2025-09-14T06:18:23.788893391Z,25.899999618530273
2025-09-14T06:18:43.789813347Z,25.799999237060547
2025-09-14T06:19:31.802736314Z,25.700000762939453
2025-09-14T06:20:21.791115465Z,25.600000381469727
2025-09-14T06:22:23.81266339Z,25.700000762939453
2025-09-14T06:22:59.803711034Z,25.799999237060547
2025-09-14T06:24:55.813571157Z,25.899999618530273
2025-09-14T06:25:43.571349404Z,26
2025-09-14T06:26:45.571309091Z,26.100000381469727
2025-09-14T06:27:01.571936451Z,26.200000762939453
2025-09-14T06:27:25.583975447Z,26.299999237060547
2025-09-14T06:27:41.570554137Z,26.399999618530273
2025-09-14T06:28:51.576040807Z,26.299999237060547
2025-09-14T06:29:27.874567293Z,26.200000762939453
2025-09-14T06:31:57.86897805Z,26.299999237060547
2025-09-14T06:32:41.859421199Z,26.399999618530273
2025-09-14T06:32:43.869023119Z,26.299999237060547
2025-09-14T06:32:45.859460355Z,26.600000381469727
2025-09-14T06:32:47.8632763Z,27.299999237060547
2025-09-14T06:32:49.860144611Z,28.5
2025-09-14T06:32:51.862914823Z,30
2025-09-14T06:32:53.859257247Z,30.700000762939453
2025-09-14T06:32:55.901023894Z,31.200000762939453
2025-09-14T06:32:57.859403994Z,31.600000381469727
2025-09-14T06:32:59.862675786Z,32
2025-09-14T06:33:05.865946084Z,31.899999618530273
2025-09-14T06:33:07.862758489Z,31.700000762939453
2025-09-14T06:33:09.859596609Z,31.5
2025-09-14T06:33:11.862506989Z,31.200000762939453
2025-09-14T06:33:16.530130536Z,31
2025-09-14T06:33:16.867517594Z,30.600000381469727
2025-09-14T06:33:18.864341792Z,30.399999618530273
2025-09-14T06:33:20.867748356Z,30.100000381469727
2025-09-14T06:33:22.864881646Z,30
2025-09-14T06:33:24.867548575Z,29.799999237060547
2025-09-14T06:33:26.864158658Z,29.600000381469727
2025-09-14T06:33:28.867442663Z,29.5
2025-09-14T06:33:30.864172986Z,29.299999237060547
2025-09-14T06:33:32.867263225Z,29.100000381469727
2025-09-14T06:33:34.864874511Z,29
2025-09-14T06:33:36.867127405Z,28.899999618530273
2025-09-14T06:33:38.863958391Z,28.700000762939453
2025-09-14T06:33:40.867090062Z,28.600000381469727
2025-09-14T06:33:42.877147199Z,28.5
2025-09-14T06:33:44.866449748Z,28.299999237060547
2025-09-14T06:33:46.868996086Z,28.200000762939453
2025-09-14T06:33:48.864756916Z,28.100000381469727
2025-09-14T06:33:50.868141616Z,28
2025-09-14T06:33:52.864654352Z,27.899999618530273
2025-09-14T06:33:54.867852329Z,27.799999237060547
2025-09-14T06:33:56.864614439Z,27.700000762939453
2025-09-14T06:33:58.868132504Z,27.600000381469727
2025-09-14T06:34:00.864517677Z,27.5
2025-09-14T06:34:02.867832684Z,27.399999618530273
2025-09-14T06:34:04.871120644Z,27.299999237060547
2025-09-14T06:34:06.867818797Z,27.100000381469727
2025-09-14T06:34:10.867999068Z,27
2025-09-14T06:34:14.88081658Z,26.899999618530273
2025-09-14T06:34:16.877480625Z,26.799999237060547
2025-09-14T06:34:18.86834162Z,26.700000762939453
2025-09-14T06:34:22.865185492Z,26.600000381469727
2025-09-14T06:34:24.869275169Z,26.5
2025-09-14T06:34:28.868471078Z,26.399999618530273
2025-09-14T06:34:30.877658691Z,26.299999237060547
2025-09-14T06:34:34.871253601Z,26.200000762939453
2025-09-14T06:34:36.868158887Z,26.100000381469727
2025-09-14T06:34:40.891256481Z,26
2025-09-14T06:34:48.871983624Z,25.899999618530273
2025-09-14T06:34:50.875083268Z,25.799999237060547
2025-09-14T06:34:56.871916836Z,25.700000762939453
2025-09-14T06:35:00.88397803Z,25.600000381469727
2025-09-14T06:35:04.8833747Z,25.5
2025-09-14T06:35:10.879840547Z,25.399999618530273
